Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
68,Ray Culp,31,BOS,AL,2,6,.250,4.47,10,9,0,0,0,0,50.1,46,32,25,9,32,0,32,4,0,3,224,90,5.76,1.550,8.2,1.6,5.7,5.7,1.00,culpra01
69,George Culver,29,TOT,NL,7,5,.583,3.56,42,0,21,0,0,2,60.2,71,25,24,4,36,12,30,1,0,4,279,102,4.26,1.764,10.5,0.6,5.3,4.5,0.83,culvege01
70,George Culver,29,LAD,NL,4,4,.500,3.00,28,0,13,0,0,2,42.0,45,15,14,4,21,6,23,1,0,2,185,117,4.28,1.571,9.6,0.9,4.5,4.9,1.10,culvege01
71,George Culver,29,PHI,NL,3,1,.750,4.82,14,0,8,0,0,0,18.2,26,10,10,0,15,6,7,0,0,2,94,80,4.23,2.196,12.5,0.0,7.2,3.4,0.47,culvege01
72,John Curtis*,25,BOS,AL,13,13,.500,3.58,35,30,3,10,4,0,221.1,225,103,88,24,83,10,101,2,0,3,946,112,4.22,1.392,9.1,1.0,3.4,4.1,1.22,curtijo01
73,John D'Acquisto,21,SFG,NL,1,1,.500,3.58,7,3,1,1,0,0,27.2,23,14,11,4,19,0,29,0,0,3,125,109,4.41,1.518,7.5,1.3,6.2,9.4,1.53,d'acqjo01
74,Bruce Dal Canton,32,KCR,AL,4,3,.571,4.81,32,3,16,1,0,3,97.1,108,60,52,8,46,12,38,4,1,5,440,85,4.39,1.582,10.0,0.7,4.3,3.5,0.83,dalcabr01
75,Joe Decker,26,MIN,AL,10,10,.500,4.17,29,24,3,6,3,0,170.1,167,87,79,12,88,0,109,4,0,8,743,95,3.82,1.497,8.8,0.6,4.6,5.8,1.24,deckejo01
76,Tom Dettore,25,PIT,NL,0,1,.000,5.96,12,1,4,0,0,0,22.2,33,19,15,1,14,4,13,3,0,0,115,60,4.24,2.074,13.1,0.4,5.6,5.2,0.93,dettoto01
77,Adrian Devine,21,ATL,NL,2,3,.400,6.40,24,1,11,0,0,4,32.1,45,24,23,6,12,3,15,2,0,0,152,63,5.35,1.763,12.5,1.7,3.3,4.2,1.25,devinad01
78,Larry Dierker,26,HOU,NL,1,1,.500,4.33,14,3,4,0,0,0,27.0,27,14,13,3,13,0,18,2,0,2,120,84,4.34,1.481,9.0,1.0,4.3,6.0,1.38,dierkla01
79,Ron Diorio,26,PHI,NL,0,0,,2.33,23,0,11,0,0,1,19.1,18,5,5,1,6,4,11,0,0,2,79,166,3.03,1.241,8.4,0.5,2.8,5.1,1.83,dioriro01
80,Chuck Dobson,29,OAK,AL,0,1,.000,7.71,1,1,0,0,0,0,2.1,6,4,2,1,2,0,3,0,0,0,16,55,8.14,3.429,23.1,3.9,7.7,11.6,1.50,dobsoch01
81,Pat Dobson,31,TOT,MLB,12,15,.444,4.41,34,31,0,7,2,0,200.0,223,105,98,23,53,13,93,3,0,3,867,85,3.97,1.380,10.0,1.0,2.4,4.2,1.75,dobsopa01
82,Pat Dobson,31,ATL,NL,3,7,.300,4.99,12,10,0,1,1,0,57.2,73,33,32,1,19,5,23,1,0,1,261,80,3.03,1.595,11.4,0.2,3.0,3.6,1.21,dobsopa01
83,Pat Dobson,31,NYY,AL,9,8,.529,4.17,22,21,0,6,1,0,142.1,150,72,66,22,34,8,70,2,0,2,606,88,4.35,1.293,9.5,1.4,2.1,4.4,2.06,dobsopa01
84,Al Downing*,32,LAD,NL,9,9,.500,3.31,30,28,1,5,2,0,193.0,155,87,71,19,68,3,124,1,1,7,790,106,3.63,1.155,7.2,0.9,3.2,5.8,1.82,downial01
85,Dick Drago,28,KCR,AL,12,14,.462,4.23,37,33,2,10,1,0,212.2,252,116,100,16,76,10,98,7,2,4,937,96,3.79,1.542,10.7,0.7,3.2,4.1,1.29,dragodi01
86,Steve Dunning,24,TOT,AL,2,8,.200,5.53,27,15,4,2,0,0,112.1,118,78,69,13,65,2,48,1,1,7,509,68,4.98,1.629,9.5,1.0,5.2,3.8,0.74,dunnist01
87,Steve Dunning,24,CLE,AL,0,2,.000,6.50,4,3,0,0,0,0,18.0,17,15,13,2,13,0,10,0,1,3,83,62,5.07,1.667,8.5,1.0,6.5,5.0,0.77,dunnist01
88,Steve Dunning,24,TEX,AL,2,6,.250,5.34,23,12,4,2,0,0,94.1,101,63,56,11,52,2,38,1,0,4,426,70,4.96,1.622,9.6,1.0,5.0,3.6,0.73,dunnist01
89,Don Durham,24,TEX,AL,0,4,.000,7.59,15,4,5,0,0,1,40.1,49,35,34,7,23,0,23,1,0,1,189,49,5.47,1.785,10.9,1.6,5.1,5.1,1.00,durhado01
90,Dock Ellis,28,PIT,NL,12,14,.462,3.05,28,28,0,3,1,0,192.0,176,86,65,7,55,7,122,6,1,3,803,116,2.72,1.203,8.3,0.3,2.6,5.7,2.22,ellisdo01
91,Ed Farmer,23,TOT,AL,3,2,.600,4.91,40,0,22,0,0,3,62.1,77,38,34,7,32,0,38,2,0,1,293,83,4.44,1.749,11.1,1.0,4.6,5.5,1.19,farmeed01
92,Ed Farmer,23,CLE,AL,0,2,.000,4.67,16,0,10,0,0,1,17.1,25,12,9,4,5,0,10,0,0,1,84,86,5.28,1.731,13.0,2.1,2.6,5.2,2.00,farmeed01
93,Ed Farmer,23,DET,AL,3,0,1.000,5.00,24,0,12,0,0,2,45.0,52,26,25,3,27,0,28,2,0,0,209,82,4.12,1.756,10.4,0.6,5.4,5.6,1.04,farmeed01
94,Danny Fife,23,MIN,AL,3,2,.600,4.35,10,7,1,1,0,0,51.2,54,26,25,2,29,0,18,3,0,5,235,91,4.23,1.606,9.4,0.3,5.1,3.1,0.62,fifeda01
95,Rollie Fingers,26,OAK,AL,7,8,.467,1.92,62,2,49,0,0,22,126.2,107,41,27,5,39,6,110,4,0,2,521,186,2.36,1.153,7.6,0.4,2.8,7.8,2.82,fingero01
96,Eddie Fisher,36,TOT,MLB,8,8,.500,4.67,32,16,7,2,0,0,117.2,138,65,61,13,39,1,58,4,0,2,520,86,4.11,1.504,10.6,1.0,3.0,4.4,1.49,fisheed02
97,Eddie Fisher,36,CHW,AL,6,7,.462,4.88,26,16,4,2,0,0,110.2,135,64,60,12,38,1,57,3,0,2,494,83,4.06,1.563,11.0,1.0,3.1,4.6,1.50,fisheed02
98,Eddie Fisher,36,STL,NL,2,1,.667,1.29,6,0,3,0,0,0,7.0,3,1,1,1,1,0,1,1,0,0,26,303,4.99,0.571,3.9,1.3,1.3,1.3,1.00,fisheed02
99,Al Fitzmorris,27,KCR,AL,8,3,.727,2.83,15,13,1,3,1,0,89.0,88,29,28,5,25,3,26,0,0,1,366,144,3.55,1.270,8.9,0.5,2.5,2.6,1.04,fitzmal01
100,Rich Folkers*,26,STL,NL,4,4,.500,3.61,34,9,7,1,0,3,82.1,74,34,33,10,34,4,44,3,1,3,350,102,4.42,1.312,8.1,1.1,3.7,4.8,1.29,folkeri01
101,Jim Foor*,24,PIT,NL,0,0,,0.00,3,0,0,0,0,0,1.1,2,0,0,0,1,1,1,0,0,0,8,,3.32,2.250,13.5,0.0,6.8,6.8,1.00,foorji01
102,Wenty Ford,26,ATL,NL,1,2,.333,5.51,4,2,1,1,0,0,16.1,17,10,10,3,8,0,4,1,1,0,72,74,6.12,1.531,9.4,1.7,4.4,2.2,0.50,fordwe01
103,Ken Forsch,26,HOU,NL,9,12,.429,4.20,46,26,9,5,0,4,201.1,197,101,94,18,74,7,149,4,1,5,861,86,3.41,1.346,8.8,0.8,3.3,6.7,2.01,forscke01
104,Terry Forster*,21,CHW,AL,6,11,.353,3.23,51,12,29,4,0,16,172.2,174,69,62,7,78,6,120,0,1,6,744,124,3.06,1.459,9.1,0.4,4.1,6.3,1.54,forstte01
105,Alan Foster,26,STL,NL,13,9,.591,3.14,35,29,3,6,2,0,203.2,195,82,71,17,63,3,106,5,0,1,854,117,3.61,1.267,8.6,0.8,2.8,4.7,1.68,fosteal01
106,Steve Foucault,23,TEX,AL,2,4,.333,3.88,32,0,23,0,0,8,55.2,54,26,24,6,31,4,28,3,0,1,244,96,4.79,1.527,8.7,1.0,5.0,4.5,0.90,foucast01
107,Ken Frailing*,25,CHW,AL,0,0,,1.96,10,0,6,0,0,0,18.1,18,6,4,1,7,0,15,1,0,0,80,209,2.95,1.364,8.8,0.5,3.4,7.4,2.14,frailke01
108,Jimmy Freeman*,22,ATL,NL,0,2,.000,7.71,13,5,1,0,0,1,37.1,50,33,32,7,25,1,20,0,0,2,182,52,5.94,2.009,12.1,1.7,6.0,4.8,0.80,freemji01
109,Danny Frisella,27,ATL,NL,1,2,.333,4.20,42,0,24,0,0,8,45.0,40,27,21,5,23,2,27,1,1,2,198,95,4.41,1.400,8.0,1.0,4.6,5.4,1.17,friseda01
110,Woodie Fryman*,33,DET,AL,6,13,.316,5.36,34,29,1,1,0,0,169.2,200,106,101,23,64,5,119,3,1,5,753,76,4.11,1.556,10.6,1.2,3.4,6.3,1.86,frymawo01
111,Gene Garber,25,KCR,AL,9,9,.500,4.24,48,8,26,4,0,11,152.2,164,78,72,14,49,15,60,2,0,4,643,96,3.97,1.395,9.7,0.8,2.9,3.5,1.22,garbege01
112,Rob Gardner*,28,TOT,AL,1,1,.500,8.10,13,0,4,0,0,1,20.0,27,18,18,2,17,1,7,1,0,0,99,47,5.87,2.200,12.2,0.9,7.7,3.2,0.41,gardnro01
113,Rob Gardner*,28,OAK,AL,0,0,,4.91,3,0,0,0,0,0,7.1,10,4,4,2,4,0,2,0,0,0,32,77,7.20,1.909,12.3,2.5,4.9,2.5,0.50,gardnro01
114,Rob Gardner*,28,MIL,AL,1,1,.500,9.95,10,0,4,0,0,1,12.2,17,14,14,0,13,1,5,1,0,0,67,39,5.09,2.368,12.1,0.0,9.2,3.6,0.38,gardnro01
115,Wayne Garland,22,BAL,AL,0,1,.000,3.94,4,1,2,0,0,0,16.0,14,8,7,1,7,0,10,0,0,0,68,97,3.44,1.313,7.9,0.6,3.9,5.6,1.43,garlawa01
116,Mike Garman,23,BOS,AL,0,0,,5.32,12,0,7,0,0,0,22.0,32,15,13,1,15,3,9,0,0,1,109,77,4.38,2.136,13.1,0.4,6.1,3.7,0.60,garmami01
117,Jim Geddes,24,CHW,AL,0,0,,2.87,6,1,4,0,0,0,15.2,14,6,5,0,14,0,7,3,0,1,73,143,4.93,1.787,8.0,0.0,8.0,4.0,0.50,geddeji01
118,Gary Gentry,26,ATL,NL,4,6,.400,3.43,16,14,1,3,0,1,86.2,74,37,33,7,35,3,42,1,0,5,361,116,3.89,1.258,7.7,0.7,3.6,4.4,1.20,gentrga01
119,Bob Gibson,37,STL,NL,12,10,.545,2.77,25,25,0,13,1,0,195.0,159,71,60,12,57,6,142,3,1,6,790,133,2.83,1.108,7.3,0.6,2.6,6.6,2.49,gibsobo01
120,Joe Gilbert*,21,MON,NL,1,2,.333,4.97,21,0,3,0,0,1,29.0,30,18,16,1,19,1,17,0,1,3,135,77,3.81,1.690,9.3,0.3,5.9,5.3,0.89,gilbejo02
121,Dave Giusti,33,PIT,NL,9,2,.818,2.37,67,0,60,0,0,20,98.2,89,31,26,9,37,13,64,0,0,3,416,149,3.58,1.277,8.1,0.8,3.4,5.8,1.73,giustda01
122,Fred Gladding,37,HOU,NL,2,0,1.000,4.50,16,0,8,0,0,1,16.0,18,8,8,4,4,1,9,0,0,0,67,82,5.44,1.375,10.1,2.3,2.3,5.1,2.25,gladdfr01
123,Bill Gogolewski,25,TEX,AL,3,6,.333,4.22,49,1,22,0,0,6,123.2,139,67,58,10,48,16,77,1,0,3,546,88,3.56,1.512,10.1,0.7,3.5,5.6,1.60,gogolbi01
124,Dave Goltz,24,MIN,AL,6,4,.600,5.25,32,10,11,1,0,1,106.1,138,68,62,11,32,1,65,2,0,5,477,75,3.65,1.599,11.7,0.9,2.7,5.5,2.03,goltzda01
125,Rich Gossage,21,CHW,AL,0,4,.000,7.43,20,4,4,1,0,0,49.2,57,44,41,9,37,2,33,3,0,6,232,54,6.01,1.893,10.3,1.6,6.7,6.0,0.89,gossari01
126,Wayne Granger,29,TOT,MLB,2,5,.286,3.63,40,0,24,0,0,5,62.0,69,36,25,4,24,8,24,3,0,2,275,102,3.94,1.500,10.0,0.6,3.5,3.5,1.00,grangwa01
127,Wayne Granger,29,STL,NL,2,4,.333,4.24,33,0,18,0,0,5,46.2,50,29,22,3,21,7,14,2,0,1,203,87,4.28,1.521,9.6,0.6,4.1,2.7,0.67,grangwa01
128,Wayne Granger,29,NYY,AL,0,1,.000,1.76,7,0,6,0,0,0,15.1,19,7,3,1,3,1,10,1,0,1,72,214,2.89,1.435,11.2,0.6,1.8,5.9,3.33,grangwa01
129,Bill Greif,23,SDP,NL,10,17,.370,3.21,36,31,2,9,3,1,199.1,181,88,71,20,62,12,120,5,1,5,823,108,3.67,1.219,8.2,0.9,2.8,5.4,1.94,greifbi01
130,Tom Griffin,25,HOU,NL,4,6,.400,4.15,25,12,5,4,0,0,99.2,83,51,46,10,46,6,69,2,0,5,418,87,3.93,1.294,7.5,0.9,4.2,6.2,1.50,griffto02
131,Ross Grimsley*,23,CIN,NL,13,10,.565,3.23,38,36,1,8,1,1,242.1,245,96,87,24,68,11,90,0,3,4,1009,106,3.95,1.292,9.1,0.9,2.5,3.3,1.32,grimsro02
132,Don Gullett*,22,CIN,NL,18,8,.692,3.51,45,30,12,7,4,2,228.1,198,95,89,24,69,8,153,3,2,3,942,97,3.54,1.169,7.8,0.9,2.7,6.0,2.22,gulledo01
